id,title,description,category,hand,department,priority,sla_hours,urgency,resolution_steps,citations
syn-0568,SQL null values after migration — Priya (DBA) resolved,Production SQL table returns NULL in column after migration script 4.,Database,2,DBA,P2,48,low,Compare source and target row counts. | Review migration script for nullable column mapping. | DBA to run validation query and backfill if safe.,SYN-0568 | KB-DAT-2
syn-0569,DB2 Cognos connection failure — Arjun (DBA) resolved,IBM Cognos cannot connect to DB2 — configure connection details for framework manager.,Database,2,DBA,P0,4,high,Verify DB2 listener and firewall rules. | Test JDBC URL from Cognos gateway server. | Update datasource credentials in Cognos admin.,SYN-0569 | KB-DAT-2
syn-0570,Read-only database user request — Sagar (DBA) resolved,Need read-only SQL access to reporting database 2 for analytics.,Database,1,DBA,P0,4,high,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0570 | KB-DAT-1
syn-0571,Read-only database user request — Priya (DBA) resolved,Need read-only SQL access to reporting database 6 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0571 | KB-DAT-1
syn-0572,Read-only database user request — Arjun (DBA) resolved,Need read-only SQL access to reporting database 7 for analytics.,Database,1,DBA,P2,48,low,Submit data access request with manager approval. | DBA creates read-only login on reporting replica. | User tests connection via approved SQL client.,SYN-0572 | KB-DAT-1
syn-0573,Ransomware indicator on file share — Sagar (DBA) resolved,Multiple files renamed with unknown extension on finance share.,Storage,3,DBA,P0,4,high,Isolate affected NAS snapshot from network. | Do not pay ransom; engage SecOps immediately. | Restore from immutable backup after forensics.,SYN-0573 | KB-STO-3
syn-0574,NAS share quota warning — Priya (DBA) resolved,NAS share quota at 9% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0574 | KB-STO-1
syn-0575,SAN LUN offline — Arjun (DBA) resolved,SAN LUN for file cluster 9 shows offline in storage console.,Storage,2,DBA,P1,24,medium,Verify fibre-channel link and zoning. | Failover to secondary path if available. | Engage storage vendor if hardware fault suspected.,SYN-0575 | KB-STO-2
syn-0576,Ransomware indicator on file share — Sagar (DBA) resolved,Multiple files renamed with unknown extension on finance share.,Storage,3,DBA,P1,24,medium,Isolate affected NAS snapshot from network. | Do not pay ransom; engage SecOps immediately. | Restore from immutable backup after forensics.,SYN-0576 | KB-STO-3
syn-0577,SAN LUN offline — Priya (DBA) resolved,SAN LUN for file cluster 4 shows offline in storage console.,Storage,2,DBA,P1,24,medium,Verify fibre-channel link and zoning. | Failover to secondary path if available. | Engage storage vendor if hardware fault suspected.,SYN-0577 | KB-STO-2
syn-0578,Veeam backup archive failed — Sagar DBA queue,Storage backup failed last night. NAS share quota may be full. Disk archive job error.,Storage,2,DBA,P1,24,medium,Check NAS connectivity and credentials. | Purge expired archives per policy. | Retry backup job and verify checksum.,SYN-0578 | KB-STO-2
syn-0579,Storage backup failed — archive job — Sagar (DBA) resolved,Storage backup failed last night. NAS share quota may be full. Disk archive job error.,Storage,2,DBA,P2,48,low,Check NAS connectivity and credentials. | Purge expired archives per policy. | Retry backup job and verify checksum.,SYN-0579 | KB-STO-2
syn-0580,NAS share quota warning — Priya (DBA) resolved,NAS share quota at 3% — backup jobs may fail tonight.,Storage,1,DBA,P2,48,low,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0580 | KB-STO-1
syn-0581,NAS share quota warning — Arjun (DBA) resolved,NAS share quota at 3% — backup jobs may fail tonight.,Storage,1,DBA,P2,48,low,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0581 | KB-STO-1
syn-0582,NAS share quota warning — Sagar (DBA) resolved,NAS share quota at 6% — backup jobs may fail tonight.,Storage,1,DBA,P2,48,low,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0582 | KB-STO-1
syn-0583,NAS share quota warning — Priya (DBA) resolved,NAS share quota at 7% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0583 | KB-STO-1
syn-0584,NAS share quota warning — Arjun (DBA) resolved,NAS share quota at 6% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0584 | KB-STO-1
syn-0585,Ransomware indicator on file share — Sagar (DBA) resolved,Multiple files renamed with unknown extension on finance share.,Storage,3,DBA,P1,24,medium,Isolate affected NAS snapshot from network. | Do not pay ransom; engage SecOps immediately. | Restore from immutable backup after forensics.,SYN-0585 | KB-STO-3
syn-0586,Storage backup failed — archive job — Priya (DBA) resolved,Storage backup failed last night. NAS share quota may be full. Disk archive job error.,Storage,2,DBA,P0,4,high,Check NAS connectivity and credentials. | Purge expired archives per policy. | Retry backup job and verify checksum.,SYN-0586 | KB-STO-2
syn-0587,SAN LUN offline — Arjun (DBA) resolved,SAN LUN for file cluster 7 shows offline in storage console.,Storage,2,DBA,P0,4,high,Verify fibre-channel link and zoning. | Failover to secondary path if available. | Engage storage vendor if hardware fault suspected.,SYN-0587 | KB-STO-2
syn-0588,NAS share quota warning — Sagar (DBA) resolved,NAS share quota at 4% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0588 | KB-STO-1
syn-0589,NAS share quota warning — Priya (DBA) resolved,NAS share quota at 3% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0589 | KB-STO-1
syn-0590,Ransomware indicator on file share — Arjun (DBA) resolved,Multiple files renamed with unknown extension on finance share.,Storage,3,DBA,P0,4,high,Isolate affected NAS snapshot from network. | Do not pay ransom; engage SecOps immediately. | Restore from immutable backup after forensics.,SYN-0590 | KB-STO-3
syn-0591,Ransomware indicator on file share — Sagar (DBA) resolved,Multiple files renamed with unknown extension on finance share.,Storage,3,DBA,P1,24,medium,Isolate affected NAS snapshot from network. | Do not pay ransom; engage SecOps immediately. | Restore from immutable backup after forensics.,SYN-0591 | KB-STO-3
syn-0592,NAS share quota warning — Priya (DBA) resolved,NAS share quota at 6% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0592 | KB-STO-1
syn-0593,NAS share quota warning — Arjun (DBA) resolved,NAS share quota at 8% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0593 | KB-STO-1
syn-0594,Ransomware indicator on file share — Sagar (DBA) resolved,Multiple files renamed with unknown extension on finance share.,Storage,3,DBA,P1,24,medium,Isolate affected NAS snapshot from network. | Do not pay ransom; engage SecOps immediately. | Restore from immutable backup after forensics.,SYN-0594 | KB-STO-3
syn-0595,NAS share quota warning — Priya (DBA) resolved,NAS share quota at 9% — backup jobs may fail tonight.,Storage,1,DBA,P0,4,high,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0595 | KB-STO-1
syn-0596,SAN LUN offline — Arjun (DBA) resolved,SAN LUN for file cluster 2 shows offline in storage console.,Storage,2,DBA,P0,4,high,Verify fibre-channel link and zoning. | Failover to secondary path if available. | Engage storage vendor if hardware fault suspected.,SYN-0596 | KB-STO-2
syn-0597,NAS share quota warning — Sagar (DBA) resolved,NAS share quota at 2% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0597 | KB-STO-1
syn-0598,SAN LUN offline — Priya (DBA) resolved,SAN LUN for file cluster 7 shows offline in storage console.,Storage,2,DBA,P1,24,medium,Verify fibre-channel link and zoning. | Failover to secondary path if available. | Engage storage vendor if hardware fault suspected.,SYN-0598 | KB-STO-2
syn-0599,NAS share quota warning — Arjun (DBA) resolved,NAS share quota at 7% — backup jobs may fail tonight.,Storage,1,DBA,P1,24,medium,Archive old project folders per retention policy. | Request temporary quota increase if justified. | Re-run backup after freeing space.,SYN-0599 | KB-STO-1
syn-0600,Storage backup failed — archive job — Sagar (DBA) resolved,Storage backup failed last night. NAS share quota may be full. Disk archive job error.,Storage,2,DBA,P1,24,medium,Check NAS connectivity and credentials. | Purge expired archives per policy. | Retry backup job and verify checksum.,SYN-0600 | KB-STO-2
syn-0601,Storage backup failed — archive job — Priya (DBA) resolved,Storage backup failed last night. NAS share quota may be full. Disk archive job error.,Storage,2,DBA,P2,48,low,Check NAS connectivity and credentials. | Purge expired archives per policy. | Retry backup job and verify checksum.,SYN-0601 | KB-STO-2
